Task ID,LLM,Success,Solution length,Spec ratio,Specification length,Language,Benchmark,Run ID
VD0574,gpt-5-mini,0,2305,4.967672413793103,464,verus,dafnybench,VD_MINI
VD0577,gpt-5-mini,0,1161,2.961734693877551,392,verus,dafnybench,VD_MINI
VD0578,gpt-5-mini,0,3571,5.167872648335745,691,verus,dafnybench,VD_MINI
VD0579,gpt-5-mini,0,1178,2.8943488943488944,407,verus,dafnybench,VD_MINI
VD0580,gpt-5-mini,0,1260,2.8506787330316743,442,verus,dafnybench,VD_MINI
VD0581,gpt-5-mini,0,1636,3.305050505050505,495,verus,dafnybench,VD_MINI
VD0582,gpt-5-mini,0,711,2.066860465116279,344,verus,dafnybench,VD_MINI
VD0583,gpt-5-mini,0,898,2.0179775280898875,445,verus,dafnybench,VD_MINI
VD0586,gpt-5-mini,0,1284,2.647422680412371,485,verus,dafnybench,VD_MINI
VD0587,gpt-5-mini,0,2310,3.537519142419602,653,verus,dafnybench,VD_MINI
VD0588,gpt-5-mini,0,687,1.708955223880597,402,verus,dafnybench,VD_MINI
VD0589,gpt-5-mini,0,919,2.1933174224343674,419,verus,dafnybench,VD_MINI
VD0590,gpt-5-mini,0,1581,2.133603238866397,741,verus,dafnybench,VD_MINI
VD0594,gpt-5-mini,0,3484,8.435835351089588,413,verus,dafnybench,VD_MINI
VD0598,gpt-5-mini,0,1066,1.6374807987711213,651,verus,dafnybench,VD_MINI
VD0604,gpt-5-mini,0,2821,4.267776096822995,661,verus,dafnybench,VD_MINI
VD0606,gpt-5-mini,0,1704,4.028368794326241,423,verus,dafnybench,VD_MINI
VD0607,gpt-5-mini,0,2231,5.002242152466367,446,verus,dafnybench,VD_MINI
VD0611,gpt-5-mini,0,3270,8.154613466334165,401,verus,dafnybench,VD_MINI
VD0617,gpt-5-mini,0,5966,6.1568627450980395,969,verus,dafnybench,VD_MINI
VD0634,gpt-5-mini,0,1631,3.9491525423728815,413,verus,dafnybench,VD_MINI
VD0635,gpt-5-mini,0,1584,3.9207920792079207,404,verus,dafnybench,VD_MINI
VD0665,gpt-5-mini,0,1971,3.8722986247544204,509,verus,dafnybench,VD_MINI
VD0666,gpt-5-mini,0,859,1.8962472406181015,453,verus,dafnybench,VD_MINI
VD0667,gpt-5-mini,0,794,1.9178743961352658,414,verus,dafnybench,VD_MINI
VD0670,gpt-5-mini,0,1514,2.4301765650080256,623,verus,dafnybench,VD_MINI
VD0673,gpt-5-mini,0,2874,5.865306122448979,490,verus,dafnybench,VD_MINI
VD0675,gpt-5-mini,0,4185,11.16,375,verus,dafnybench,VD_MINI
VD0646,gpt-5-mini,0,1035,2.4939759036144578,415,verus,dafnybench,VD_MINI
VD0676,gpt-5-mini,0,2391,4.172774869109948,573,verus,dafnybench,VD_MINI
VD0677,gpt-5-mini,0,1513,2.225,680,verus,dafnybench,VD_MINI
VD0678,gpt-5-mini,0,464,1.4545454545454546,319,verus,dafnybench,VD_MINI
VD0648,gpt-5-mini,0,1762,3.625514403292181,486,verus,dafnybench,VD_MINI
VD0680,gpt-5-mini,0,934,2.0129310344827585,464,verus,dafnybench,VD_MINI
VD0681,gpt-5-mini,0,781,1.9974424552429668,391,verus,dafnybench,VD_MINI
VD0682,gpt-5-mini,0,392,1.240506329113924,316,verus,dafnybench,VD_MINI
VD0683,gpt-5-mini,0,491,1.3909348441926346,353,verus,dafnybench,VD_MINI
VD0684,gpt-5-mini,0,1920,3.3046471600688467,581,verus,dafnybench,VD_MINI
VD0687,gpt-5-mini,0,830,1.8568232662192394,447,verus,dafnybench,VD_MINI
VD0689,gpt-5-mini,0,1285,2.5751503006012024,499,verus,dafnybench,VD_MINI
VD0696,gpt-5-mini,0,1354,3.056433408577878,443,verus,dafnybench,VD_MINI
VD0700,gpt-5-mini,0,795,1.9249394673123488,413,verus,dafnybench,VD_MINI
VD0701,gpt-5-mini,0,2243,4.823655913978494,465,verus,dafnybench,VD_MINI
VD0710,gpt-5-mini,0,746,1.7188940092165899,434,verus,dafnybench,VD_MINI
VD0644,gpt-5-mini,0,1437,4.094017094017094,351,verus,dafnybench,VD_MINI
VD0711,gpt-5-mini,0,2010,2.859174964438122,703,verus,dafnybench,VD_MINI
VD0714,gpt-5-mini,0,2042,3.7194899817850637,549,verus,dafnybench,VD_MINI
VD0715,gpt-5-mini,0,422,1.1498637602179838,367,verus,dafnybench,VD_MINI
VD0717,gpt-5-mini,0,3279,6.198487712665407,529,verus,dafnybench,VD_MINI
VD0719,gpt-5-mini,0,2090,4.300411522633745,486,verus,dafnybench,VD_MINI
VD0720,gpt-5-mini,0,322,1.0,322,verus,dafnybench,VD_MINI
VD0721,gpt-5-mini,0,817,2.017283950617284,405,verus,dafnybench,VD_MINI
VD0722,gpt-5-mini,0,686,1.8148148148148149,378,verus,dafnybench,VD_MINI
VD0723,gpt-5-mini,0,1997,2.9984984984984986,666,verus,dafnybench,VD_MINI
VD0724,gpt-5-mini,0,475,1.507936507936508,315,verus,dafnybench,VD_MINI
VD0730,gpt-5-mini,0,926,2.0441501103752757,453,verus,dafnybench,VD_MINI
VD0732,gpt-5-mini,0,1129,2.4331896551724137,464,verus,dafnybench,VD_MINI
VD0733,gpt-5-mini,0,2944,6.894613583138173,427,verus,dafnybench,VD_MINI
VD0734,gpt-5-mini,0,1968,4.452488687782806,442,verus,dafnybench,VD_MINI
VD0735,gpt-5-mini,0,2784,6.535211267605634,426,verus,dafnybench,VD_MINI
VD0736,gpt-5-mini,0,983,2.0479166666666666,480,verus,dafnybench,VD_MINI
VD0737,gpt-5-mini,0,4105,3.409468438538206,1204,verus,dafnybench,VD_MINI
VD0738,gpt-5-mini,0,2394,2.919512195121951,820,verus,dafnybench,VD_MINI
VD0739,gpt-5-mini,0,1832,3.3925925925925924,540,verus,dafnybench,VD_MINI
VD0740,gpt-5-mini,0,2187,5.991780821917808,365,verus,dafnybench,VD_MINI
VD0741,gpt-5-mini,0,4002,3.4381443298969074,1164,verus,dafnybench,VD_MINI
VD0743,gpt-5-mini,0,7544,7.59718026183283,993,verus,dafnybench,VD_MINI
VD0744,gpt-5-mini,0,1382,3.0043478260869567,460,verus,dafnybench,VD_MINI
VD0745,gpt-5-mini,0,2227,4.883771929824562,456,verus,dafnybench,VD_MINI
VD0746,gpt-5-mini,0,603,1.2829787234042553,470,verus,dafnybench,VD_MINI
VD0747,gpt-5-mini,0,1999,5.476712328767123,365,verus,dafnybench,VD_MINI
VD0748,gpt-5-mini,0,1760,4.160756501182033,423,verus,dafnybench,VD_MINI
VD0749,gpt-5-mini,0,2294,4.839662447257384,474,verus,dafnybench,VD_MINI
VD0750,gpt-5-mini,0,1164,2.1163636363636362,550,verus,dafnybench,VD_MINI
VD0751,gpt-5-mini,0,5165,9.125441696113073,566,verus,dafnybench,VD_MINI
VD0752,gpt-5-mini,0,425,1.0143198090692125,419,verus,dafnybench,VD_MINI
VD0753,gpt-5-mini,0,860,1.936936936936937,444,verus,dafnybench,VD_MINI
VD0754,gpt-5-mini,0,870,2.471590909090909,352,verus,dafnybench,VD_MINI
VD0755,gpt-5-mini,0,6865,6.3741875580315694,1077,verus,dafnybench,VD_MINI
VD0757,gpt-5-mini,0,3425,3.86568848758465,886,verus,dafnybench,VD_MINI
VD0758,gpt-5-mini,0,546,1.2551724137931035,435,verus,dafnybench,VD_MINI
VD0759,gpt-5-mini,0,1351,4.020833333333333,336,verus,dafnybench,VD_MINI
VD0760,gpt-5-mini,0,341,1.2092198581560283,282,verus,dafnybench,VD_MINI
VD0761,gpt-5-mini,0,2233,3.9106830122591942,571,verus,dafnybench,VD_MINI
VD0762,gpt-5-mini,0,3619,7.096078431372549,510,verus,dafnybench,VD_MINI
VD0763,gpt-5-mini,0,1604,4.609195402298851,348,verus,dafnybench,VD_MINI
VD0764,gpt-5-mini,0,3164,6.591666666666667,480,verus,dafnybench,VD_MINI
VD0765,gpt-5-mini,0,993,2.1082802547770703,471,verus,dafnybench,VD_MINI
VD0766,gpt-5-mini,0,1373,2.7737373737373736,495,verus,dafnybench,VD_MINI
VD0767,gpt-5-mini,0,1107,2.218436873747495,499,verus,dafnybench,VD_MINI
VD0768,gpt-5-mini,0,3310,4.509536784741145,734,verus,dafnybench,VD_MINI
VD0769,gpt-5-mini,0,996,1.6767676767676767,594,verus,dafnybench,VD_MINI
VD0770,gpt-5-mini,0,2188,2.972826086956522,736,verus,dafnybench,VD_MINI
VD0772,gpt-5-mini,0,864,2.541176470588235,340,verus,dafnybench,VD_MINI
VD0774,gpt-5-mini,0,2603,4.205169628432956,619,verus,dafnybench,VD_MINI
VD0775,gpt-5-mini,0,8832,5.802890932982917,1522,verus,dafnybench,VD_MINI
VD0776,gpt-5-mini,0,2108,2.1466395112016294,982,verus,dafnybench,VD_MINI
VD0778,gpt-5-mini,0,348,1.0841121495327102,321,verus,dafnybench,VD_MINI
VD0779,gpt-5-mini,0,2649,7.883928571428571,336,verus,dafnybench,VD_MINI
VD0780,gpt-5-mini,0,2440,4.033057851239669,605,verus,dafnybench,VD_MINI
VD0653,gpt-5-mini,0,378,1.0441988950276244,362,verus,dafnybench,VD_MINI
VD0654,gpt-5-mini,0,537,1.2430555555555556,432,verus,dafnybench,VD_MINI
VD0781,gpt-5-mini,0,661,1.523041474654378,434,verus,dafnybench,VD_MINI
VD0782,gpt-5-mini,0,1327,2.287931034482759,580,verus,dafnybench,VD_MINI
VD0783,gpt-5-mini,0,4287,8.08867924528302,530,verus,dafnybench,VD_MINI
VD0784,gpt-5-mini,0,2044,4.096192384769539,499,verus,dafnybench,VD_MINI
VD0785,gpt-5-mini,0,1437,3.2958715596330275,436,verus,dafnybench,VD_MINI
VD0786,gpt-5-mini,0,556,1.3238095238095238,420,verus,dafnybench,VD_MINI
VD0787,gpt-5-mini,0,3678,4.095768374164811,898,verus,dafnybench,VD_MINI
VD0788,gpt-5-mini,0,5976,7.883905013192612,758,verus,dafnybench,VD_MINI
VD0789,gpt-5-mini,0,1461,3.0953389830508473,472,verus,dafnybench,VD_MINI
VD0790,gpt-5-mini,0,1545,3.2254697286012526,479,verus,dafnybench,VD_MINI
VD0793,gpt-5-mini,0,3127,6.902869757174393,453,verus,dafnybench,VD_MINI
VD0794,gpt-5-mini,0,520,1.3829787234042554,376,verus,dafnybench,VD_MINI
VD0795,gpt-5-mini,0,722,1.7960199004975124,402,verus,dafnybench,VD_MINI
VD0796,gpt-5-mini,0,3408,5.479099678456592,622,verus,dafnybench,VD_MINI
VD0797,gpt-5-mini,0,3984,3.2549019607843137,1224,verus,dafnybench,VD_MINI
VD0798,gpt-5-mini,0,4730,2.7515997673065735,1719,verus,dafnybench,VD_MINI
VD0799,gpt-5-mini,0,3194,7.515294117647059,425,verus,dafnybench,VD_MINI
VD0801,gpt-5-mini,0,1576,2.9402985074626864,536,verus,dafnybench,VD_MINI
VD0802,gpt-5-mini,0,1206,2.6740576496674056,451,verus,dafnybench,VD_MINI
VD0803,gpt-5-mini,0,5983,17.64896755162242,339,verus,dafnybench,VD_MINI
VD0805,gpt-5-mini,0,723,1.544871794871795,468,verus,dafnybench,VD_MINI
VD0806,gpt-5-mini,0,1163,3.0286458333333335,384,verus,dafnybench,VD_MINI
VD0809,gpt-5-mini,0,1446,3.1298701298701297,462,verus,dafnybench,VD_MINI
VD0662,gpt-5-mini,0,2006,3.6539162112932604,549,verus,dafnybench,VD_MINI
VD0663,gpt-5-mini,0,2609,5.902714932126697,442,verus,dafnybench,VD_MINI
VD0823,gpt-5-mini,0,2097,2.67816091954023,783,verus,dafnybench,VD_MINI
VD0824,gpt-5-mini,0,2507,4.954545454545454,506,verus,dafnybench,VD_MINI
VD0825,gpt-5-mini,0,998,2.3990384615384617,416,verus,dafnybench,VD_MINI
VD0826,gpt-5-mini,0,2478,5.789719626168225,428,verus,dafnybench,VD_MINI
VD0828,gpt-5-mini,0,1631,1.9745762711864407,826,verus,dafnybench,VD_MINI
VD0829,gpt-5-mini,0,1837,2.8974763406940065,634,verus,dafnybench,VD_MINI
VD0830,gpt-5-mini,0,2620,6.0368663594470044,434,verus,dafnybench,VD_MINI
VD0831,gpt-5-mini,0,2988,5.916831683168317,505,verus,dafnybench,VD_MINI
VD0834,gpt-5-mini,0,2987,1.8645443196004994,1602,verus,dafnybench,VD_MINI
VD0835,gpt-5-mini,0,2335,1.3973668461998803,1671,verus,dafnybench,VD_MINI
VD0836,gpt-5-mini,0,4706,8.343971631205674,564,verus,dafnybench,VD_MINI
VD0839,gpt-5-mini,0,3088,5.475177304964539,564,verus,dafnybench,VD_MINI
VD0840,gpt-5-mini,0,3909,4.194206008583691,932,verus,dafnybench,VD_MINI
VD0843,gpt-5-mini,0,525,1.1877828054298643,442,verus,dafnybench,VD_MINI
VD0844,gpt-5-mini,0,1383,2.2234726688102895,622,verus,dafnybench,VD_MINI
VD0845,gpt-5-mini,0,4214,5.313997477931904,793,verus,dafnybench,VD_MINI
VD0847,gpt-5-mini,0,3412,5.4072900158478605,631,verus,dafnybench,VD_MINI
VD0849,gpt-5-mini,0,4595,8.572761194029852,536,verus,dafnybench,VD_MINI
VD0850,gpt-5-mini,0,7956,3.9899699097291874,1994,verus,dafnybench,VD_MINI
VD0851,gpt-5-mini,0,2189,1.515927977839335,1444,verus,dafnybench,VD_MINI
VD0852,gpt-5-mini,0,7395,4.0476190476190474,1827,verus,dafnybench,VD_MINI
VD0853,gpt-5-mini,0,6584,2.9872958257713247,2204,verus,dafnybench,VD_MINI
VD0854,gpt-5-mini,0,2380,4.750499001996008,501,verus,dafnybench,VD_MINI
VD0855,gpt-5-mini,0,914,2.207729468599034,414,verus,dafnybench,VD_MINI
VD0856,gpt-5-mini,0,4446,2.5758980301274623,1726,verus,dafnybench,VD_MINI
VD0857,gpt-5-mini,0,1655,1.589817483189241,1041,verus,dafnybench,VD_MINI
VD0858,gpt-5-mini,0,3699,2.9057344854674,1273,verus,dafnybench,VD_MINI
VD0871,gpt-5-mini,0,3124,5.2681281618887015,593,verus,dafnybench,VD_MINI
VD0878,gpt-5-mini,0,5457,3.425612052730697,1593,verus,dafnybench,VD_MINI
VD0872,gpt-5-mini,0,3357,6.148351648351649,546,verus,dafnybench,VD_MINI
VD0873,gpt-5-mini,0,1728,2.80064829821718,617,verus,dafnybench,VD_MINI
VD0875,gpt-5-mini,0,4076,6.8504201680672265,595,verus,dafnybench,VD_MINI
VD0897,gpt-5-mini,0,2292,1.9212070410729254,1193,verus,dafnybench,VD_MINI
VD0898,gpt-5-mini,0,7897,5.6976911976911975,1386,verus,dafnybench,VD_MINI
VD0908,gpt-5-mini,0,2289,5.086666666666667,450,verus,dafnybench,VD_MINI
VD0920,gpt-5-mini,0,8225,3.219178082191781,2555,verus,dafnybench,VD_MINI
VD0921,gpt-5-mini,0,3347,3.3403193612774453,1002,verus,dafnybench,VD_MINI
VD0923,gpt-5-mini,0,3580,4.937931034482759,725,verus,dafnybench,VD_MINI
VD0924,gpt-5-mini,0,5382,6.258139534883721,860,verus,dafnybench,VD_MINI
VD0928,gpt-5-mini,0,2242,4.632231404958677,484,verus,dafnybench,VD_MINI
VH0001,gpt-5-mini,0,0,0.0,1320,verus,humaneval,bvukkvms
VH0000,gpt-5-mini,0,3239,3.6516347237880495,887,verus,humaneval,bvukkvms
VH0002,gpt-5-mini,1,2344,2.1683626271970398,1081,verus,humaneval,bvukkvms
VH0003,gpt-5-mini,0,2889,4.3839150227617605,659,verus,humaneval,bvukkvms
VH0008,gpt-5-mini,0,0,0.0,1267,verus,humaneval,bvukkvms
VH0005,gpt-5-mini,0,3234,3.042333019755409,1063,verus,humaneval,bvukkvms
VH0007,gpt-5-mini,0,3050,1.5513733468972533,1966,verus,humaneval,bvukkvms
VH0011,gpt-5-mini,0,0,0.0,737,verus,humaneval,bvukkvms
VH0006,gpt-5-mini,0,3872,1.626207475850483,2381,verus,humaneval,bvukkvms
VH0009,gpt-5-mini,0,2441,1.7752727272727273,1375,verus,humaneval,bvukkvms
VH0010,gpt-5-mini,0,4047,5.374501992031872,753,verus,humaneval,bvukkvms
VH0012,gpt-5-mini,0,2221,2.0338827838827838,1092,verus,humaneval,bvukkvms
VH0014,gpt-5-mini,0,1560,3.0,520,verus,humaneval,bvukkvms
VH0013,gpt-5-mini,0,2721,3.837799717912553,709,verus,humaneval,bvukkvms
VH0015,gpt-5-mini,0,1655,2.3916184971098264,692,verus,humaneval,bvukkvms
VH0016,gpt-5-mini,0,1808,4.52,400,verus,humaneval,bvukkvms
VH0017,gpt-5-mini,0,3632,3.740473738414006,971,verus,humaneval,bvukkvms
VH0020,gpt-5-mini,0,957,2.1125827814569536,453,verus,humaneval,bvukkvms
VH0019,gpt-5-mini,0,3650,2.786259541984733,1310,verus,humaneval,bvukkvms
VH0021,gpt-5-mini,0,1608,3.2950819672131146,488,verus,humaneval,bvukkvms
VH0023,gpt-5-mini,0,2045,3.408333333333333,600,verus,humaneval,bvukkvms
VH0018,gpt-5-mini,0,5445,4.59106239460371,1186,verus,humaneval,bvukkvms
VH0022,gpt-5-mini,0,3740,3.357271095152603,1114,verus,humaneval,bvukkvms
VH0027,gpt-5-mini,1,930,1.4351851851851851,648,verus,humaneval,bvukkvms
VH0025,gpt-5-mini,1,1922,2.1965714285714286,875,verus,humaneval,bvukkvms
VH0024,gpt-5-mini,0,3138,3.418300653594771,918,verus,humaneval,bvukkvms
VH0026,gpt-5-mini,0,4312,6.240231548480463,691,verus,humaneval,bvukkvms
VH0028,gpt-5-mini,0,2896,1.698533724340176,1705,verus,humaneval,bvukkvms
VH0029,gpt-5-mini,0,1944,4.718446601941747,412,verus,humaneval,bvukkvms
VH0030,gpt-5-mini,0,2288,3.993019197207679,573,verus,humaneval,bvukkvms
VH0031,gpt-5-mini,0,2637,4.205741626794258,627,verus,humaneval,bvukkvms
VH0032,gpt-5-mini,0,2252,5.0835214446952595,443,verus,humaneval,bvukkvms
VH0033,gpt-5-mini,0,1824,3.655310621242485,499,verus,humaneval,bvukkvms
VH0034,gpt-5-mini,0,2562,4.471204188481676,573,verus,humaneval,bvukkvms
VH0036,gpt-5-mini,1,3246,5.437185929648241,597,verus,humaneval,bvukkvms
VH0035,gpt-5-mini,0,3155,3.597491448118586,877,verus,humaneval,bvukkvms
VH0038,gpt-5-mini,0,2350,3.8273615635179152,614,verus,humaneval,bvukkvms
VH0037,gpt-5-mini,0,2917,3.8482849604221636,758,verus,humaneval,bvukkvms
VH0039,gpt-5-mini,0,2654,4.102009273570324,647,verus,humaneval,bvukkvms
VH0040,gpt-5-mini,0,1944,3.3230769230769233,585,verus,humaneval,bvukkvms
VH0044,gpt-5-mini,0,963,1.5213270142180095,633,verus,humaneval,bvukkvms
VH0043,gpt-5-mini,0,1466,2.4392678868552413,601,verus,humaneval,bvukkvms
VH0042,gpt-5-mini,0,3483,6.816046966731898,511,verus,humaneval,bvukkvms
VH0041,gpt-5-mini,0,3656,5.337226277372263,685,verus,humaneval,bvukkvms
VH0045,gpt-5-mini,0,2664,5.829321663019694,457,verus,humaneval,bvukkvms
VH0046,gpt-5-mini,0,4993,3.051955990220049,1636,verus,humaneval,bvukkvms
VH0048,gpt-5-mini,0,2477,2.808390022675737,882,verus,humaneval,bvukkvms
VH0047,gpt-5-mini,0,1645,2.1198453608247423,776,verus,humaneval,bvukkvms
VH0049,gpt-5-mini,0,2583,1.2109704641350212,2133,verus,humaneval,bvukkvms
VH0052,gpt-5-mini,0,1963,2.8163558106169297,697,verus,humaneval,bvukkvms
VH0051,gpt-5-mini,0,1557,2.8206521739130435,552,verus,humaneval,bvukkvms
VH0053,gpt-5-mini,0,2642,4.096124031007752,645,verus,humaneval,bvukkvms
VH0050,gpt-5-mini,0,2705,4.328,625,verus,humaneval,bvukkvms
VH0055,gpt-5-mini,0,1008,2.048780487804878,492,verus,humaneval,bvukkvms
VH0057,gpt-5-mini,0,0,0.0,387,verus,humaneval,bvukkvms
VH0054,gpt-5-mini,0,1746,1.4334975369458127,1218,verus,humaneval,bvukkvms
VH0056,gpt-5-mini,0,745,1.5817409766454353,471,verus,humaneval,bvukkvms
VH0059,gpt-5-mini,0,4929,3.72562358276644,1323,verus,humaneval,bvukkvms
VH0060,gpt-5-mini,0,2523,3.6778425655976674,686,verus,humaneval,bvukkvms
VH0058,gpt-5-mini,0,3148,5.152209492635024,611,verus,humaneval,bvukkvms
VH0063,gpt-5-mini,0,1440,3.0062630480167014,479,verus,humaneval,bvukkvms
VH0061,gpt-5-mini,0,1262,2.8616780045351473,441,verus,humaneval,bvukkvms
VH0065,gpt-5-mini,0,1645,2.0333745364647715,809,verus,humaneval,bvukkvms
VH0064,gpt-5-mini,0,2128,2.032473734479465,1047,verus,humaneval,bvukkvms
VH0062,gpt-5-mini,0,1756,2.073199527744982,847,verus,humaneval,bvukkvms
VH0067,gpt-5-mini,0,4924,2.142732811140122,2298,verus,humaneval,bvukkvms
VH0066,gpt-5-mini,0,3797,4.963398692810458,765,verus,humaneval,bvukkvms
VH0068,gpt-5-mini,0,1396,2.108761329305136,662,verus,humaneval,bvukkvms
VH0069,gpt-5-mini,0,2498,1.3112860892388452,1905,verus,humaneval,bvukkvms
VH0070,gpt-5-mini,0,3554,1.6243144424131628,2188,verus,humaneval,bvukkvms
VH0072,gpt-5-mini,0,1814,3.0233333333333334,600,verus,humaneval,bvukkvms
VH0071,gpt-5-mini,0,3645,3.231382978723404,1128,verus,humaneval,bvukkvms
VH0073,gpt-5-mini,0,2688,3.8290598290598292,702,verus,humaneval,bvukkvms
VH0074,gpt-5-mini,0,4234,2.860810810810811,1480,verus,humaneval,bvukkvms
VH0077,gpt-5-mini,0,1488,3.2138228941684663,463,verus,humaneval,bvukkvms
VH0075,gpt-5-mini,0,3266,3.9926650366748166,818,verus,humaneval,bvukkvms
VH0078,gpt-5-mini,0,2082,5.102941176470588,408,verus,humaneval,bvukkvms
VH0076,gpt-5-mini,0,4629,4.310055865921788,1074,verus,humaneval,bvukkvms
VH0082,gpt-5-mini,0,0,0.0,650,verus,humaneval,bvukkvms
VH0079,gpt-5-mini,0,2125,5.727762803234501,371,verus,humaneval,bvukkvms
VH0080,gpt-5-mini,0,2206,2.2193158953722336,994,verus,humaneval,bvukkvms
VH0081,gpt-5-mini,0,2441,2.409674234945706,1013,verus,humaneval,bvukkvms
VH0086,gpt-5-mini,0,1576,4.041025641025641,390,verus,humaneval,bvukkvms
VH0083,gpt-5-mini,0,2946,1.8704761904761904,1575,verus,humaneval,bvukkvms
VH0085,gpt-5-mini,0,4500,5.090497737556561,884,verus,humaneval,bvukkvms
VH0084,gpt-5-mini,0,1841,3.1256366723259763,589,verus,humaneval,bvukkvms
VH0087,gpt-5-mini,0,1542,2.1123287671232878,730,verus,humaneval,bvukkvms
VH0088,gpt-5-mini,0,2445,2.6663031624863684,917,verus,humaneval,bvukkvms
VH0091,gpt-5-mini,0,1885,2.5234270414993305,747,verus,humaneval,bvukkvms
VH0089,gpt-5-mini,0,2581,2.3252252252252252,1110,verus,humaneval,bvukkvms
VH0090,gpt-5-mini,0,4136,2.339366515837104,1768,verus,humaneval,bvukkvms
VH0092,gpt-5-mini,0,3518,4.253929866989117,827,verus,humaneval,bvukkvms
VH0094,gpt-5-mini,1,3061,4.070478723404255,752,verus,humaneval,bvukkvms
VH0097,gpt-5-mini,0,2983,3.0010060362173037,994,verus,humaneval,bvukkvms
VH0095,gpt-5-mini,0,3104,1.792147806004619,1732,verus,humaneval,bvukkvms
VH0098,gpt-5-mini,0,2724,3.309842041312272,823,verus,humaneval,bvukkvms
VH0099,gpt-5-mini,0,2822,4.529695024077046,623,verus,humaneval,bvukkvms
VH0100,gpt-5-mini,0,2280,4.840764331210191,471,verus,humaneval,bvukkvms
VH0101,gpt-5-mini,0,1610,2.2612359550561796,712,verus,humaneval,bvukkvms
VH0105,gpt-5-mini,1,1661,1.2545317220543806,1324,verus,humaneval,bvukkvms
VH0104,gpt-5-mini,0,2804,3.8097826086956523,736,verus,humaneval,bvukkvms
VH0102,gpt-5-mini,1,1282,1.329875518672199,964,verus,humaneval,bvukkvms
VH0103,gpt-5-mini,0,3488,2.714396887159533,1285,verus,humaneval,bvukkvms
VH0107,gpt-5-mini,0,1314,1.9015918958031839,691,verus,humaneval,bvukkvms
VH0110,gpt-5-mini,1,1054,1.020329138431752,1033,verus,humaneval,bvukkvms
VH0106,gpt-5-mini,0,1814,2.3805774278215224,762,verus,humaneval,bvukkvms
VH0109,gpt-5-mini,0,4284,1.676056338028169,2556,verus,humaneval,bvukkvms
VH0111,gpt-5-mini,0,0,0.0,1094,verus,humaneval,bvukkvms
VH0108,gpt-5-mini,0,4522,5.69521410579345,794,verus,humaneval,bvukkvms
VH0112,gpt-5-mini,0,2656,2.4915572232645404,1066,verus,humaneval,bvukkvms
VH0114,gpt-5-mini,0,2254,1.936426116838488,1164,verus,humaneval,bvukkvms
VH0113,gpt-5-mini,0,4179,8.459514170040485,494,verus,humaneval,bvukkvms
VH0117,gpt-5-mini,0,2149,1.7015043547110056,1263,verus,humaneval,bvukkvms
VH0115,gpt-5-mini,0,2774,1.4328512396694215,1936,verus,humaneval,bvukkvms
VH0120,gpt-5-mini,0,0,0.0,1542,verus,humaneval,bvukkvms
VH0116,gpt-5-mini,0,2691,3.7375,720,verus,humaneval,bvukkvms
VH0119,gpt-5-mini,1,1489,1.321206743566992,1127,verus,humaneval,bvukkvms
VH0121,gpt-5-mini,0,1769,1.980963045912654,893,verus,humaneval,bvukkvms
VH0118,gpt-5-mini,0,4680,7.839195979899498,597,verus,humaneval,bvukkvms
VH0125,gpt-5-mini,0,0,0.0,768,verus,humaneval,bvukkvms
VH0126,gpt-5-mini,0,0,0.0,858,verus,humaneval,bvukkvms
VH0122,gpt-5-mini,0,993,1.649501661129568,602,verus,humaneval,bvukkvms
VH0123,gpt-5-mini,0,2218,3.1371994342291374,707,verus,humaneval,bvukkvms
VH0124,gpt-5-mini,0,2040,2.251655629139073,906,verus,humaneval,bvukkvms
VH0128,gpt-5-mini,0,2922,1.0939722950205915,2671,verus,humaneval,bvukkvms
VH0130,gpt-5-mini,0,3830,1.5964985410587744,2399,verus,humaneval,bvukkvms
VH0129,gpt-5-mini,0,7001,1.8053120165033523,3878,verus,humaneval,bvukkvms
VH0127,gpt-5-mini,0,1836,2.6881405563689604,683,verus,humaneval,bvukkvms
VH0131,gpt-5-mini,0,2533,2.8238573021181717,897,verus,humaneval,bvukkvms
VH0132,gpt-5-mini,0,2488,2.3274087932647336,1069,verus,humaneval,bvukkvms
VH0134,gpt-5-mini,0,789,1.9924242424242424,396,verus,humaneval,bvukkvms
VH0133,gpt-5-mini,0,1773,3.1214788732394365,568,verus,humaneval,bvukkvms
VH0135,gpt-5-mini,0,1480,2.3870967741935485,620,verus,humaneval,bvukkvms
VH0136,gpt-5-mini,0,1320,2.2036727879799667,599,verus,humaneval,bvukkvms
VH0138,gpt-5-mini,0,1855,4.614427860696518,402,verus,humaneval,bvukkvms
VH0137,gpt-5-mini,0,3822,3.145679012345679,1215,verus,humaneval,bvukkvms
VH0141,gpt-5-mini,0,0,0.0,916,verus,humaneval,bvukkvms
VH0139,gpt-5-mini,0,3862,3.1917355371900826,1210,verus,humaneval,bvukkvms
VH0142,gpt-5-mini,0,2964,1.2102899142507146,2449,verus,humaneval,bvukkvms
VH0140,gpt-5-mini,0,1525,3.0439121756487024,501,verus,humaneval,bvukkvms
VH0144,gpt-5-mini,0,5027,1.8121845710165825,2774,verus,humaneval,bvukkvms
VH0145,gpt-5-mini,0,1989,2.713506139154161,733,verus,humaneval,bvukkvms
VH0143,gpt-5-mini,0,1976,2.104366347177849,939,verus,humaneval,bvukkvms
VH0147,gpt-5-mini,0,2963,2.1439942112879886,1382,verus,humaneval,bvukkvms
